company,ticker,period,period_date,published_at,monthly_revenue,yoy_pct,source,source_url,knowledge_time_method,transport
南電,8046.TW,2025-07,2025-07-31T00:00:00+08:00,2025-08-10T23:59:59+08:00,3620679.0,15.846454803398725,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2025-08,2025-08-31T00:00:00+08:00,2025-09-10T23:59:59+08:00,11356606.0,4.92646715748617,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2025-08,2025-08-31T00:00:00+08:00,2025-09-10T23:59:59+08:00,3421382.0,19.693107692178515,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2025-08,2025-08-31T00:00:00+08:00,2025-09-10T23:59:59+08:00,3807312.0,22.90988799555791,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2025-09,2025-09-30T00:00:00+08:00,2025-10-10T23:59:59+08:00,11326339.0,4.509217223002127,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2025-09,2025-09-30T00:00:00+08:00,2025-10-10T23:59:59+08:00,3586439.0,35.51440996290624,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2025-09,2025-09-30T00:00:00+08:00,2025-10-10T23:59:59+08:00,3539459.0,19.22131194476986,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2025-10,2025-10-31T00:00:00+08:00,2025-11-10T23:59:59+08:00,11327098.0,8.084873229668688,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2025-10,2025-10-31T00:00:00+08:00,2025-11-10T23:59:59+08:00,3601222.0,39.7622054443745,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2025-10,2025-10-31T00:00:00+08:00,2025-11-10T23:59:59+08:00,3706423.0,41.67861202915204,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2025-11,2025-11-30T00:00:00+08:00,2025-12-10T23:59:59+08:00,11541416.0,20.428124760334132,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2025-11,2025-11-30T00:00:00+08:00,2025-12-10T23:59:59+08:00,3521383.0,39.69684202842667,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
